id,device_id,product_name,product_sku,product_name2,count if,amount,status,card_number,cvv,created_at,happened_at
220,156,ipsum primis,3.77E+12,iaculis,7,262,accepted,3.64E+14,722,11/2/2022 3:46,5/31/2022 5:21
221,31,"sed, facilisis",3.77E+12,nisl,2,454,cancelled,5.78E+16,893,2/14/2023 6:32,10/31/2021 9:34
222,121,Vivamus nisi.,3.77E+12,"quis,",2,869,cancelled,648 27444 34287 793,806,10/4/2022 6:35,8/24/2022 1:15
223,117,Aenean gravida,3.77E+12,mauris,21,558,refused,6.44E+15,628,12/26/2022 12:48,10/18/2021 1:32
224,46,vitae aliquam,3.77E+12,commodo,7,979,accepted,4.51E+15,902,10/3/2022 4:31,12/4/2021 12:51
225,128,Nunc pulvinar,v3770009015028,mauris,21,325,refused,2014 624299 52436,931,1/20/2023 6:14,10/21/2022 6:16
226,187,metus. Vivamus,3.77E+12,mollis.,4,208,accepted,670623 2263439933,292,11/24/2022 1:09,9/20/2022 8:34
227,65,malesuada malesuada.,3.77E+12,nonummy,6,984,accepted,6.47E+15,930,10/28/2022 11:39,2/18/2022 5:19
228,44,adipiscing elit.,3.77E+12,Integer,10,191,cancelled,633337 425211 8465,144,11/20/2022 1:15,7/21/2022 11:24
229,123,convallis ligula.,3.77E+12,Donec,21,368,refused,531612 4678876134,269,1/8/2023 3:29,5/9/2022 12:01
230,71,urna. Ut,3.77E+12,mauris,21,326,cancelled,3053 468832 99549,730,1/27/2023 4:46,3/13/2022 9:46
231,151,risus. Quisque,3.77E+12,a,12,789,cancelled,2.01E+14,627,12/27/2022 10:52,1/22/2022 7:31
232,199,"lorem, auctor",3.77E+12,lacus.,4,205,cancelled,6763 4927 6261 7831,989,11/19/2022 5:34,1/1/2022 5:59
233,190,Quisque tincidunt,3.77E+12,Etiam,3,503,refused,6.30E+11,214,10/1/2022 5:59,11/10/2021 11:36
234,116,"cursus et,",3.77E+12,sit,18,182,cancelled,544 45966 23822 989,361,11/10/2022 6:14,12/31/2022 4:42
235,139,"aliquam eu,",3.77E+12,magna,10,208,refused,3476 665672 73852,682,10/20/2022 10:16,3/26/2022 12:10
236,116,"mattis ornare,",3.77E+12,Donec,21,44,accepted,3688 272922 44725,505,2/28/2023 9:08,8/6/2022 3:07
237,30,tincidunt pede,3.77E+12,Nunc,22,533,refused,4.92E+15,667,10/16/2022 2:31,9/8/2022 5:42
238,132,nunc. In,3.77E+12,ac,24,563,refused,3.61E+14,255,12/22/2022 1:46,9/29/2022 12:58
239,139,sem ut,3.77E+12,quis,7,161,cancelled,6.71E+15,706,1/5/2023 8:38,11/9/2021 6:46
240,16,Ut semper,3.77E+12,est,5,714,accepted,3.62E+14,129,1/5/2023 10:38,11/19/2021 5:50
241,179,scelerisque neque,3.77E+12,massa.,5,649,refused,6.77E+18,200,2/13/2023 12:39,9/26/2022 10:52
242,134,lobortis quam,3.77E+12,leo.,4,56,refused,6771 4822 7582 9544,300,12/28/2022 8:18,12/26/2022 2:04
243,57,"vel, vulputate",3.77E+12,"in,",3,971,accepted,2.15E+14,676,10/15/2022 1:53,5/17/2022 3:24
244,149,at lacus.,3.77E+12,nisl.,5,37,refused,677181 233526 5372,714,10/13/2022 10:16,3/13/2022 10:38
245,66,"pellentesque, tellus",3.77E+12,et,21,542,cancelled,6.77E+16,956,2/18/2023 5:41,8/31/2022 11:56
246,86,sapien. Cras,3.77E+12,semper,17,194,refused,3.67E+14,515,11/26/2022 4:04,8/5/2022 10:49
247,38,est ac,v3770009015028,"dui,",9,537,refused,3034 293272 64295,848,2/12/2023 4:42,8/27/2022 4:36
248,46,"congue a,",3.77E+12,"est,",3,551,accepted,3054 583678 87762,669,12/3/2022 5:11,10/17/2021 3:57
249,176,ipsum leo,3.77E+12,malesuada,13,728,cancelled,3.65E+14,137,11/23/2022 11:17,6/19/2022 8:50
250,143,cubilia Curae,3.77E+12,morbi,9,822,accepted,527 23644 87247 984,655,2/20/2023 6:29,1/13/2022 12:09
251,114,Mauris blandit,3.77E+12,scelerisque,7,532,cancelled,6.30E+18,467,2/14/2023 7:42,1/15/2023 4:16
252,146,dolor vitae,3.77E+12,ipsum,11,324,cancelled,676714 321984 4827,492,2/3/2023 8:26,8/10/2022 11:10
253,29,tellus eu,v3770009015028,malesuada,13,84,accepted,490327 66 2833 5288 551,493,10/26/2022 3:41,6/24/2022 10:23
254,131,nonummy ultricies,3.77E+12,nulla,14,947,cancelled,6.33E+18,759,10/22/2022 9:42,8/7/2022 8:35
255,25,"sed, sapien.",3.77E+12,nisl.,5,315,accepted,601174 826962 8716,767,10/22/2022 3:59,10/22/2022 9:15
256,174,ridiculus mus.,3.77E+12,congue,3,882,accepted,4.94E+17,791,12/28/2022 2:59,12/26/2022 2:35
257,39,"tempor lorem,",3.77E+12,amet,12,838,cancelled,3.69E+14,452,2/10/2023 8:35,12/16/2021 2:08
258,69,sapien. Nunc,3.77E+12,enim,6,546,cancelled,3.44E+14,334,1/28/2023 8:57,1/2/2022 3:59
259,91,vel pede,3.77E+12,ac,24,69,refused,601 13352 34377 981,618,2/28/2023 3:04,1/15/2022 12:31
260,192,dapibus gravida.,v3770009015028,est,5,204,refused,3.62E+14,963,11/14/2022 12:20,2/24/2023 5:53
261,181,"ornare, elit",3.77E+12,odio.,2,41,cancelled,567934 541572 5869,662,2/27/2023 8:29,1/5/2023 2:47
262,106,"quis, pede.",3.77E+12,dolor,9,736,cancelled,3.05E+14,659,11/3/2022 1:09,3/3/2022 8:46
263,7,et tristique,v3770009015028,scelerisque,7,356,accepted,3698 282375 86252,396,2/13/2023 8:02,4/29/2022 7:12
264,96,diam vel,3.77E+12,parturient,7,820,accepted,3033 776897 77786,379,1/11/2023 6:26,2/28/2023 1:49
265,15,dis parturient,3.77E+12,sed,23,721,cancelled,564182 712598 4980,422,2/27/2023 12:12,10/14/2022 10:32
266,10,leo. Vivamus,3.77E+12,amet,12,669,accepted,2.01E+14,878,1/2/2023 8:57,4/2/2022 12:25
267,26,magna. Suspendisse,3.77E+12,ante,8,877,cancelled,6.76E+15,865,11/15/2022 2:49,6/1/2022 9:06
268,58,justo. Praesent,3.77E+12,cursus,5,218,cancelled,6.30E+16,473,10/12/2022 9:25,12/19/2022 7:43
269,28,accumsan laoreet,v3770009015028,morbi,9,911,cancelled,5778 852226 3154,203,2/18/2023 2:44,10/29/2021 8:06
270,27,"posuere, enim",3.77E+12,Donec,21,933,cancelled,455638 656763 9845,179,2/22/2023 2:08,3/24/2022 3:03
271,146,gravida sagittis.,3.77E+12,ultrices,6,682,cancelled,554 66749 87489 625,440,10/4/2022 9:47,4/8/2022 6:03
272,2,"semper, dui",3.77E+12,metus,4,810,accepted,646373 496542 5816,308,11/16/2022 1:28,12/1/2021 7:28
273,187,egestas hendrerit,3.77E+12,dolor,9,363,refused,4929 5928 8886 8936,295,10/31/2022 11:12,10/21/2021 3:37
274,159,Donec egestas.,3.77E+12,molestie,10,829,refused,484482 894685 9398,214,11/24/2022 4:51,4/21/2022 9:16
275,88,sem mollis,3.77E+12,et,21,191,refused,2149 897376 73374,916,2/11/2023 4:37,9/28/2022 2:27
276,4,gravida mauris,3.77E+12,tempor,3,439,accepted,4539 8459 9761 1445,562,1/21/2023 9:42,10/17/2021 2:12
277,76,et magnis,3.77E+12,orci.,3,454,accepted,545 77713 28882 836,468,10/27/2022 9:48,7/20/2022 4:34
278,14,orci sem,3.77E+12,"congue,",1,293,refused,5038 1243 1552 9861,220,11/2/2022 8:33,10/6/2021 2:12
279,183,Donec tincidunt.,3.77E+12,nulla.,6,461,refused,6594 7727 6262 7673,507,1/24/2023 5:22,7/30/2022 8:30
280,154,nunc risus,3.77E+12,diam,6,685,cancelled,3734 527478 23388,860,12/14/2022 2:21,10/20/2022 1:27
281,148,quis massa.,3.77E+12,auctor,4,671,refused,2014 665737 82697,397,2/6/2023 4:12,10/7/2022 10:55
282,153,"mollis dui,",3.77E+12,quis,7,641,cancelled,417500 766462 8488,990,10/31/2022 3:40,12/1/2022 10:23
283,158,ut aliquam,3.77E+12,Donec,21,53,cancelled,4.56E+12,448,12/21/2022 8:13,12/22/2021 2:54
284,93,senectus et,v3770009015028,"non,",15,284,refused,3.00E+14,187,11/19/2022 5:25,9/10/2022 8:52
285,177,amet ornare,3.77E+12,Sed,23,549,accepted,6.33E+15,164,11/16/2022 9:54,11/16/2022 3:15
286,172,"hendrerit a,",3.77E+12,adipiscing,12,793,accepted,6.71E+16,211,10/31/2022 10:13,3/19/2022 4:33
287,52,et tristique,v3770009015028,urna,6,66,cancelled,633459 879746 8642,156,11/26/2022 10:07,7/30/2022 11:04
288,149,"vitae, posuere",3.77E+12,ipsum,11,506,refused,676735 43 5568 1656 777,541,2/16/2023 12:20,1/2/2023 1:00
289,191,et netus,3.77E+12,ipsum.,4,339,cancelled,4539 358 34 5426,575,2/21/2023 6:21,1/20/2022 9:57
290,15,auctor. Mauris,v3770009015028,ipsum,11,491,accepted,3.76E+14,153,2/21/2023 5:19,4/21/2022 8:50
291,141,Cras vulputate,3.77E+12,"eu,",8,468,refused,648 87379 32672 387,444,11/30/2022 12:50,6/6/2022 3:00
292,30,semper auctor.,3.77E+12,taciti,1,317,cancelled,6334 2482 4592 6524,155,10/30/2022 7:29,10/12/2021 1:57
293,136,"iaculis enim,",3.77E+12,dapibus,3,926,cancelled,3669 373766 11731,588,10/22/2022 3:00,1/31/2023 8:58
294,195,volutpat. Nulla,3.77E+12,iaculis,7,990,accepted,3716 471639 64663,504,11/19/2022 7:41,9/18/2022 10:18
295,178,"nostra, per",3.77E+12,ac,24,328,refused,2.01E+14,704,12/10/2022 5:14,11/8/2021 7:16
296,17,amet nulla.,3.77E+12,"mauris,",1,975,accepted,4.02E+12,178,12/6/2022 12:03,7/18/2022 7:44
297,155,"quis, tristique",3.77E+12,Morbi,9,854,cancelled,6.76E+12,231,2/19/2023 2:49,2/5/2023 3:25
298,71,tempor bibendum.,3.77E+12,nibh.,2,153,accepted,4.93E+15,937,10/23/2022 2:41,1/12/2023 10:24
299,4,dolor sit,3.77E+12,sapien.,2,699,refused,5.73E+15,740,11/1/2022 11:16,12/29/2022 7:35
300,176,orci tincidunt,3.77E+12,mi,11,690,accepted,4913 6285 4266 7781,342,2/8/2023 5:57,7/20/2022 1:48
301,183,risus a,3.77E+12,nibh,5,116,accepted,491338 452679 7786,700,11/17/2022 9:22,6/21/2022 12:46
302,197,sit amet,3.77E+12,augue,7,763,cancelled,6304 516 69 5588,345,1/21/2023 9:46,7/3/2022 4:29
303,38,Duis dignissim,3.77E+12,fringilla,8,791,cancelled,539763 1257754856,557,11/17/2022 6:58,5/5/2022 2:23
304,123,fringilla mi,3.77E+12,in,16,455,refused,6.33E+18,462,2/12/2023 11:34,9/10/2022 7:26
305,94,massa. Integer,3.77E+12,semper,17,382,cancelled,3.42E+14,804,2/14/2023 2:21,4/5/2022 10:48
306,146,velit. Sed,3.77E+12,nonummy.,2,872,cancelled,2.15E+14,861,2/12/2023 3:10,1/18/2023 12:41
307,74,nec tempus,3.77E+12,"sem,",4,177,accepted,417500 8685942734,947,10/28/2022 6:22,10/10/2022 7:04
308,44,ornare sagittis,3.77E+12,enim,6,10,refused,676 78585 84892 693,760,2/24/2023 9:49,3/28/2022 4:41
309,173,massa. Quisque,3.77E+12,In,16,570,refused,3.75E+14,604,11/24/2022 3:31,7/18/2022 7:02
310,82,dictum. Proin,3.77E+12,tempor,3,151,cancelled,3.44E+14,879,11/1/2022 2:02,6/22/2022 6:55
311,112,enim nec,3.77E+12,egestas,3,621,cancelled,3.74E+14,751,2/23/2023 4:06,8/11/2022 4:59
312,168,quis diam.,3.77E+12,"orci,",5,122,refused,471632 648284 2220,964,1/31/2023 4:02,12/20/2022 11:37
313,35,luctus lobortis.,3.77E+12,Cras,11,989,accepted,5.04E+17,494,11/29/2022 1:13,10/11/2022 7:52
314,48,natoque penatibus,3.77E+12,consequat,4,590,refused,4539 4927 2285 7421,323,10/31/2022 6:22,9/9/2022 6:39
315,13,metus. Aliquam,3.77E+12,"orci,",5,460,cancelled,2149 757856 77573,984,10/12/2022 9:41,1/22/2022 10:55
316,93,sociosqu ad,3.77E+12,quam,3,301,accepted,601 14789 24341 774,143,2/19/2023 4:35,12/21/2022 11:40
317,187,Aliquam adipiscing,3.77E+12,molestie,10,347,cancelled,3056 342717 43925,569,1/8/2023 6:19,10/3/2021 1:40
318,78,dolor. Nulla,3.77E+12,"non,",15,934,cancelled,4.91E+18,868,12/28/2022 11:23,12/26/2022 3:30
319,172,"montes, nascetur",3.77E+12,vel,7,412,cancelled,3625 617247 88647,301,2/7/2023 9:35,1/10/2023 10:12
320,117,Phasellus elit,3.77E+12,sit,18,66,cancelled,3.46E+14,567,2/13/2023 4:58,6/27/2022 6:36
321,184,Donec consectetuer,3.77E+12,enim.,9,705,cancelled,2149 865691 44243,721,11/8/2022 11:21,12/31/2022 7:45
322,108,enim nisl,3.77E+12,"ante,",3,47,refused,4716 3349 4684 5292,272,10/9/2022 1:07,10/21/2021 5:05
323,189,"a, magna.",3.77E+12,Nullam,9,770,refused,548 54443 57536 642,846,11/11/2022 7:19,9/4/2022 12:06
324,58,ante blandit,3.77E+12,condimentum.,1,85,cancelled,659657 338147 6734,734,12/8/2022 9:54,1/21/2023 4:23
325,44,justo nec,3.77E+12,Cum,4,933,cancelled,647478 8173855492,885,1/6/2023 5:36,12/31/2022 11:30
326,140,luctus et,3.77E+12,gravida,7,215,refused,490 51832 84655 131,402,1/22/2023 5:00,10/6/2021 12:17
327,152,ipsum. Suspendisse,3.77E+12,mi,11,201,cancelled,490 58484 22135 820,364,11/24/2022 3:08,1/28/2023 9:51
328,180,pharetra nibh.,3.77E+12,odio,3,65,cancelled,3.03E+14,219,12/26/2022 10:18,9/28/2022 4:53
329,96,risus. Nunc,3.77E+12,dolor.,5,927,cancelled,4.91E+15,617,11/21/2022 9:15,9/29/2022 11:57
330,36,"dolor, nonummy",3.77E+12,nonummy,6,196,refused,4.92E+15,389,1/5/2023 12:21,12/9/2022 5:37
331,164,ipsum. Suspendisse,3.77E+12,Cras,11,415,cancelled,4.53E+15,437,11/12/2022 1:23,10/11/2022 3:58
332,168,interdum enim,3.77E+12,in,16,68,cancelled,3.73E+14,863,1/7/2023 5:34,12/3/2022 11:41
333,20,magna a,3.77E+12,Donec,21,904,refused,6.71E+17,562,11/4/2022 11:01,10/4/2021 8:12
334,98,"faucibus ut,",3.77E+12,volutpat,2,649,refused,6334 7433 6843 5675,725,2/24/2023 3:15,1/13/2023 9:20
335,80,ligula. Aenean,3.77E+12,Suspendisse,8,908,accepted,511 94638 65243 834,405,12/26/2022 12:16,1/28/2023 6:24
336,56,ac sem,3.77E+12,ac,24,917,refused,647965 627772 3442,581,11/2/2022 9:07,10/2/2022 2:47
337,64,malesuada fames,3.77E+12,ridiculus,5,204,refused,633 43533 73296 870,600,1/27/2023 8:49,11/4/2022 4:53
338,44,"posuere vulputate,",3.77E+12,lorem.,1,997,accepted,630 47214 88712 278,533,10/13/2022 1:47,6/8/2022 2:09
339,27,metus vitae,3.77E+12,erat,14,695,refused,4.72E+15,601,10/4/2022 3:09,8/27/2022 9:27
340,145,Mauris quis,3.77E+12,"est,",3,403,accepted,6.76E+18,633,11/24/2022 1:01,2/14/2023 5:37
341,68,erat semper,v3770009015028,vitae,11,741,accepted,4118 7778 9243 2487,351,10/4/2022 7:22,2/13/2023 10:18
342,165,neque non,3.77E+12,enim.,9,278,refused,3009 947281 84429,968,11/30/2022 10:42,7/4/2022 9:38
343,103,pharetra nibh.,3.77E+12,pede.,5,919,refused,541736 1891247556,251,10/9/2022 8:59,10/30/2022 12:12
344,161,tellus faucibus,3.77E+12,adipiscing,12,660,cancelled,676745 2523257620,435,2/9/2023 10:25,11/8/2022 11:51
345,42,tincidunt aliquam,3.77E+12,varius,6,261,refused,4.90E+18,755,11/25/2022 7:51,4/19/2022 1:59
346,105,"odio, auctor",3.77E+12,Phasellus,8,11,refused,6304 5352 2625 8679,235,2/9/2023 3:37,3/19/2022 12:42
347,117,"lorem, vehicula",3.77E+12,neque.,8,836,cancelled,630491 6691814974,457,2/26/2023 12:19,2/13/2022 5:34
348,133,risus a,3.77E+12,molestie,10,305,cancelled,493688 4863851966,972,11/18/2022 3:28,10/22/2021 10:42
349,126,"malesuada ut,",3.77E+12,"ante,",3,869,refused,3692 516534 47547,213,1/19/2023 7:42,9/30/2022 6:38
350,13,ligula. Aenean,3.77E+12,"eget,",4,651,refused,5893 563626 64914,570,10/22/2022 12:57,1/29/2023 6:30
351,74,quis urna.,3.77E+12,nulla,14,133,accepted,4175 0038 3229 4311,443,12/22/2022 3:44,2/28/2022 3:15
352,128,cursus. Nunc,3.77E+12,"nec,",8,479,refused,677138 3564858659,820,12/8/2022 9:39,5/17/2022 6:06
353,183,"nonummy ut,",3.77E+12,odio,3,180,cancelled,670622 4952588831,272,2/6/2023 7:31,12/6/2022 3:17
354,112,semper. Nam,3.77E+12,Curabitur,12,854,accepted,3466 859575 62352,586,10/20/2022 8:38,11/19/2021 4:28
355,52,arcu et,3.77E+12,malesuada,13,926,accepted,3787 944739 47831,896,2/11/2023 6:40,11/25/2021 7:43
356,73,tellus lorem,3.77E+12,fringilla,8,768,refused,6.33E+17,203,2/12/2023 1:03,3/26/2022 4:28
357,60,ornare sagittis,3.77E+12,"eget,",4,443,cancelled,4.93E+15,589,12/28/2022 11:40,4/7/2022 1:42
358,8,lorem vitae,3.77E+12,interdum.,7,229,cancelled,6.71E+17,442,10/16/2022 2:08,8/4/2022 9:39
359,187,"amet, consectetuer",3.77E+12,posuere,2,645,accepted,3.02E+14,606,12/1/2022 4:56,6/25/2022 1:43
360,69,"laoreet, libero",3.77E+12,parturient,7,745,accepted,646884 7859275959,987,11/2/2022 4:22,1/22/2023 5:44
361,58,gravida sagittis.,3.77E+12,malesuada,13,688,accepted,6.71E+15,281,1/21/2023 5:22,3/22/2022 9:25
362,60,eu sem.,3.77E+12,rhoncus.,3,100,cancelled,3.45E+14,282,10/3/2022 5:54,9/27/2022 1:48
363,190,mi fringilla,3.77E+12,elementum,2,299,cancelled,5811 696 78 1590,372,2/9/2023 2:39,12/7/2022 12:38
364,136,interdum. Curabitur,3.77E+12,vel,7,178,cancelled,5143 6896 6888 2713,561,1/10/2023 9:04,7/27/2022 4:18
365,169,"sed, facilisis",3.77E+12,"quam,",2,719,cancelled,558751 417273 5962,864,1/27/2023 4:33,6/19/2022 6:42
366,148,bibendum ullamcorper.,3.77E+12,eu,13,598,cancelled,4.03E+15,792,12/2/2022 8:00,7/5/2022 8:48
367,32,"eleifend vitae,",v3770009015028,"sem,",4,863,accepted,6.33E+15,653,1/22/2023 4:30,6/11/2022 2:27
368,136,aliquet magna,3.77E+12,erat.,2,199,refused,491377 675476 4661,561,10/19/2022 10:20,8/21/2022 4:30
369,28,Morbi vehicula.,3.77E+12,Fusce,7,886,accepted,4.18E+15,506,11/27/2022 8:11,3/23/2022 1:25
370,111,Vestibulum ut,3.77E+12,molestie,10,846,cancelled,491337 4244566399,957,12/24/2022 5:58,2/3/2022 11:44
371,125,dui. Cras,3.77E+12,Vivamus,6,93,accepted,675945 1264546480,441,1/13/2023 10:52,7/19/2022 3:57
372,69,"facilisis non,",3.77E+12,et,21,978,accepted,415637 6639244314,656,1/20/2023 1:45,1/23/2023 7:42
373,169,at sem,3.77E+12,at,5,80,refused,677177 575653 3885,997,11/2/2022 7:27,1/29/2022 11:15
374,127,convallis convallis,3.77E+12,sociosqu,1,217,cancelled,2.01E+14,353,12/18/2022 2:38,1/1/2022 2:21
375,120,urna. Vivamus,3.77E+12,"consectetuer,",2,266,accepted,601151 752828 9440,835,1/15/2023 4:57,10/22/2022 10:01
376,31,"vel, venenatis",3.77E+12,Quisque,9,776,cancelled,5.02E+12,734,12/15/2022 1:19,12/19/2022 12:04
377,1,justo sit,3.77E+12,egestas,3,157,accepted,3447 955623 75967,919,1/26/2023 2:16,5/6/2022 8:10
378,92,"nunc, ullamcorper",3.77E+12,sem,11,657,accepted,2149 864216 32575,528,2/8/2023 10:37,4/7/2022 6:52
379,198,"sed, est.",3.77E+12,"non,",15,982,cancelled,3016 264769 67642,995,2/24/2023 10:13,10/23/2021 9:51
380,92,turpis. Aliquam,3.77E+12,pharetra,2,285,cancelled,3.00E+14,485,10/13/2022 1:10,5/4/2022 10:31
381,57,sit amet,3.77E+12,sem,11,524,cancelled,3.05E+14,950,11/13/2022 8:44,2/22/2023 2:17
382,23,diam. Proin,3.77E+12,aptent,1,989,accepted,2149 722282 49847,830,11/11/2022 7:44,3/26/2022 10:34
383,23,et arcu,3.77E+12,"id,",7,433,refused,3775 249141 75416,753,1/10/2023 3:48,1/27/2022 3:58
384,14,quam vel,3.77E+12,"ornare,",5,235,cancelled,6.01E+15,988,11/7/2022 11:12,11/26/2021 6:59
385,139,"dui, semper",3.77E+12,et,21,317,refused,402 40071 96467 440,734,11/8/2022 1:38,5/15/2022 5:57
386,181,dolor sit,3.77E+12,arcu,2,522,accepted,443826 523572 7725,508,1/5/2023 11:16,10/29/2021 4:30
387,69,non massa,3.77E+12,Donec,21,369,cancelled,3047 878373 58884,400,2/28/2023 9:16,10/7/2021 6:06
388,118,augue id,3.77E+12,"id,",7,494,refused,5018 5967 9376 9594,359,12/6/2022 7:54,3/7/2022 10:58
389,191,"ut, pellentesque",3.77E+12,Nulla,14,701,refused,4.54E+12,702,12/13/2022 5:06,11/14/2021 7:45
390,15,enim. Suspendisse,3.77E+12,litora,2,919,cancelled,646376 2789416380,381,12/14/2022 8:33,3/18/2022 4:14
391,122,arcu ac,3.77E+12,"ornare,",5,613,cancelled,6.33E+15,624,11/3/2022 11:22,10/9/2021 12:35
392,39,et magnis,3.77E+12,commodo,7,914,refused,469 77243 98357 221,167,2/25/2023 7:09,10/27/2022 1:07
393,56,molestie sodales.,v3770009015028,orci,5,84,accepted,450886 281388 7643,308,1/3/2023 3:00,4/25/2022 4:53
394,121,mauris sagittis,3.77E+12,ante,8,21,accepted,4.84E+15,494,1/2/2023 4:49,1/9/2022 11:17
395,116,In tincidunt,3.77E+12,tempus,6,566,accepted,3.64E+14,924,10/19/2022 5:50,10/18/2021 2:21
396,136,"amet, faucibus",3.77E+12,erat,14,51,accepted,2149 447436 62598,841,1/11/2023 5:07,8/25/2022 4:38
397,11,"ullamcorper, nisl",3.77E+12,velit.,7,925,accepted,633316 2658761958,832,1/27/2023 1:59,12/11/2022 6:15
398,106,egestas ligula.,3.77E+12,bibendum.,4,490,accepted,6.33E+17,706,10/5/2022 6:04,12/16/2021 9:40
399,10,"egestas, urna",3.77E+12,eu,13,980,cancelled,417 50028 68497 525,353,12/10/2022 4:59,8/27/2022 4:49
400,156,"pretium aliquet,",3.77E+12,ullamcorper,4,955,refused,3.69E+14,466,1/2/2023 4:25,11/13/2022 5:00
401,35,Duis ac,3.77E+12,fringilla,8,451,accepted,491388 1323783257,488,1/4/2023 1:46,7/26/2022 11:12
402,163,cursus. Nunc,3.77E+12,Donec,21,893,accepted,4747 793 21 5654,375,12/3/2022 11:46,12/25/2022 5:36
403,52,ultrices iaculis,3.77E+12,bibendum,2,189,accepted,3.04E+14,960,10/21/2022 3:35,2/27/2023 1:42
404,101,sapien molestie,3.77E+12,semper,17,437,refused,6767 9274 8874 6154,340,11/28/2022 4:07,4/5/2022 7:30
405,195,enim nisl,3.77E+12,ac,24,953,cancelled,6759 3963 6427 4360,856,12/29/2022 4:23,11/18/2021 1:14
406,184,auctor odio,3.77E+12,sit,18,875,cancelled,490567 4224288215,842,1/13/2023 12:43,11/26/2021 4:36
407,9,sagittis. Nullam,3.77E+12,Fusce,7,139,refused,677 12364 85723 545,966,2/5/2023 10:33,8/2/2022 8:08
408,192,nisl. Maecenas,v3770009015028,sit,18,631,refused,3718 372897 36349,674,1/6/2023 8:07,9/25/2022 8:36
409,72,elit fermentum,3.77E+12,Cum,4,703,cancelled,3619 645889 32262,171,2/28/2023 4:55,9/12/2022 9:23
410,57,Quisque libero,3.77E+12,tellus,6,351,cancelled,3738 348945 61582,344,2/23/2023 11:16,9/30/2022 4:30
411,71,Curabitur massa.,3.77E+12,varius,6,885,accepted,2.15E+14,405,12/20/2022 9:30,12/3/2022 10:54
412,47,in felis.,3.77E+12,velit.,7,656,accepted,3.43E+14,367,2/17/2023 2:01,2/9/2023 8:18
413,42,Duis dignissim,3.77E+12,Praesent,4,320,refused,6761 383 84 8386,965,1/7/2023 9:01,11/18/2022 3:12
414,173,natoque penatibus,3.77E+12,"at,",6,305,accepted,3047 826997 21436,497,10/9/2022 10:37,11/26/2021 2:44
415,64,Phasellus libero,3.77E+12,molestie,10,207,accepted,6.33E+15,740,2/26/2023 7:23,8/21/2022 11:12
416,17,fermentum metus.,3.77E+12,libero,3,386,refused,3.43E+14,132,12/25/2022 3:02,2/19/2023 1:15
417,125,Nunc lectus,3.77E+12,"suscipit,",3,849,refused,471638 5789932571,342,12/9/2022 7:15,11/14/2021 5:37
418,120,In at,3.77E+12,aliquet,7,646,accepted,3785 523654 41432,758,1/5/2023 3:54,11/2/2022 5:56
419,75,massa. Suspendisse,3.77E+12,vitae,11,917,refused,3622 414837 93746,458,11/15/2022 8:19,11/1/2021 11:55
420,174,"dui, in",3.77E+12,varius,6,159,refused,571968 3284724353,878,12/2/2022 1:52,12/8/2022 11:18
421,177,In scelerisque,3.77E+12,In,16,304,accepted,5.46E+15,285,2/26/2023 12:58,10/26/2021 10:34
422,186,"eleifend nec,",3.77E+12,facilisis,5,287,refused,3023 725287 72388,278,12/15/2022 8:16,12/1/2022 6:44
423,78,ac turpis,3.77E+12,amet,12,32,refused,448 52334 61721 467,957,11/30/2022 6:49,1/3/2022 12:52
424,158,enim non,3.77E+12,nibh.,2,168,accepted,6.47E+15,319,10/7/2022 3:50,4/15/2022 12:24
425,93,dis parturient,3.77E+12,felis,6,165,accepted,548832 631528 3234,891,10/16/2022 8:59,3/25/2022 7:16
426,188,ornare lectus,3.77E+12,dui.,9,611,refused,2.01E+14,440,11/29/2022 5:49,12/15/2022 6:40
427,63,Sed nec,3.77E+12,non,15,336,refused,448 53432 85464 739,385,10/16/2022 6:03,2/19/2022 5:15
428,147,Donec egestas.,3.77E+12,facilisis,5,95,cancelled,3758 674374 59649,452,3/1/2023 6:44,10/28/2021 10:58
429,159,posuere cubilia,3.77E+12,sodales,5,824,accepted,6011 1934 5423 4287,898,10/29/2022 2:25,7/17/2022 9:01
430,154,"Nullam suscipit,",3.77E+12,metus,4,834,cancelled,3.04E+14,989,2/8/2023 2:21,6/30/2022 11:54
431,38,netus et,3.77E+12,tortor,2,218,refused,511554 584316 5354,361,2/12/2023 11:07,1/10/2023 12:05
432,61,felis. Donec,3.77E+12,"tempus,",1,879,cancelled,6.55E+15,707,12/21/2022 11:19,10/7/2021 2:37
433,157,senectus et,3.77E+12,"dolor,",3,597,cancelled,3653 268365 74575,967,1/1/2023 8:35,7/17/2022 5:56
434,163,"purus, accumsan",3.77E+12,gravida,7,412,cancelled,455 67462 77658 825,747,1/18/2023 1:16,1/31/2023 6:54
435,174,elit elit,3.77E+12,elit,4,583,cancelled,3625 624932 57871,895,1/16/2023 8:23,7/26/2022 3:04
436,192,"montes, nascetur",3.77E+12,consectetuer,9,484,cancelled,2.15E+14,417,10/22/2022 11:15,2/4/2023 10:33
437,133,Nullam nisl.,3.77E+12,lectus,11,426,accepted,2014 561376 19873,480,12/22/2022 6:04,5/11/2022 5:39
438,154,risus varius,3.77E+12,magna,10,132,accepted,2.15E+14,225,2/27/2023 3:14,11/18/2021 9:26
439,76,nunc interdum,3.77E+12,accumsan,8,649,cancelled,5.82E+18,617,11/7/2022 10:56,12/25/2022 2:55
